duty_addr,duty_div,duty_div_nam,duty_emcls,duty_emcls_name,duty_eryn,duty_etc,duty_inf,duty_mapimg,duty_name,duty_tel1,duty_time1c,duty_time1s,duty_time2c,duty_time2s,duty_time3c,duty_time3s,duty_time4c,duty_time4s,duty_time5c,duty_time5s,hpid,post_cdn1,post_cdn2,rnum,wgs84Lat,wgs84Lon,duty_time6c,duty_time6s,duty_tel3,duty_time8c,duty_time8s,duty_time7c,duty_time7s
"부산광역시 부산진구 가야대로679번길 133, 1층~5층 (당감동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,2호선 가야역 4번 출구,가야우리아동의원,051-715-3020,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,A1206026,472,73 ,77,35.15600030501772,129.0396721283641,1300,0900,,1300,0900,1300,0900
"부산광역시 부산진구 냉정로 226, 2층 (개금동)",C,의원,G099,응급의료기관 이외,2,"점심시간 12:30-13:30

",,2호선 개금역 1번 출구,가야제일의원,051-892-5244,1600,0900,1600,0900,1600,0900,1600,0900,1600,0900,A1200433,473,79 ,78,35.15089619466504,129.0244118915392,,,,1400,1000,1400,1000
부산광역시 해운대구 센텀2로 29 (우동),G,한의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,"2호선 센텀시티역 7,9번 출구",가온누리한의원,051-808-2575,1730,1030,1730,1030,1730,1030,1730,1030,1730,1030,B1200844,480,60 ,79,35.16651234054483,129.1332044082981,,,,,,,
"부산광역시 중구 흑교로 6, 3층 (부평동2가)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00 ,,1호선 자갈치역 3번출구/버스정류장: 부평교차로/1호선 자갈치역 3번출구,가온미의원,051-244-0128,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,A1204841,489,79 ,80,35.099929250900026,129.0252866727025,1330,0930,,,,,
부산광역시 북구 금곡대로 183 (화명동),G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,2호선 수정역 3번출구에서 금곡방향 100m,가온자리한의원,051-334-5329,2000,1000,2000,1000,2000,1000,2000,1000,1830,1000,B1200872,465,41 ,81,35.22542436050039,129.00976887091787,1400,1000,,,,,
"부산광역시 동래구 중앙대로1325번길 29, 4층 (온천동)",G,한의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,"1,4호선 동래역 5번 출구",가온자리한의원,051-722-8063,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,B1201746,477,34 ,82,35.20541930219312,129.0761823598721,,,,,,,
"부산광역시 해운대구 선수촌로 98, 2층 (반여동, 경산빌딩)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00~14:30 / 토요일 유동적 운영 ,,버스정류장: 반여1동 센텀대림아파트 부근,가원치과의원,051-524-2080,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1203054,480,37 ,83,35.20253290955088,129.11949114481882,1300,0930,,,,,
"부산광역시 부산진구 가야대로 767-1, 1102호(원광메디컬센터) (부전동)",C,의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,"1,2호선 서면역 9번 출구 ",가인의원,051-808-0141,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200277,472,57 ,84,35.15802303575471,129.05711716728277,,,,,,,
"부산광역시 부산진구 새싹로 286, 4~9층 (초읍동)",D,요양병원,G099,응급의료기관 이외,2,점심시간 12:30-13:30 ,,버스정류장: 어린이대공원입구,가족사랑 요양병원,051-806-1190,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,A1202254,471,24 ,85,35.181551931309556,129.04682606851546,1330,0900,,,,,
"부산광역시 연제구 중앙대로 1131, 6층 (연산동)",N,치과의원,G099,응급의료기관 이외,2,점심13:00-14:30 / 목요일 진료는 내원전 전화 요망,,1호선 연산역 7번출구/연산메디털센터 6층,가지런이치과의원,051-853-2233,1900,1030,1900,1030,1900,1030,1900,1030,1900,1030,A1202479,475,24 ,86,35.18860293217645,129.0806615026708,1700,1030,,,,,
"부산광역시 동래구 명륜로 189-2, 2층 (명륜동)",G,한의원,G099,응급의료기관 이외,2,점심시간13:00-14:00,,1호선 명륜역 2번출구,가촌한의원,051-917-2175,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,B1201810,477,42 ,87,35.2107865940619,129.08250623499,1300,0930,,,,,
"부산광역시 연제구 고분로 2 (연산동, 5층 일부)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00," 모든피부질환가능, 미용피부가능",1호선 연산역 8번출구/그린조이건물 5층 ,감동비뇨의학과의원,051-442-0844,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1200802,475,76 ,88,35.18578709013873,129.08258750820966,1200,0930,,,,,
"부산광역시 부산진구 당감로 26, 부산진신용협동조합 3층 (당감동)",N,치과의원,G099,응급의료기관 이외,2,점심시간13:00-14:30,,,감동치과의원,051-898-2875,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,A1206142,471,81 ,89,35.1638941527052,129.039725844368,1400,0930,,,,,
부산광역시 중구 흑교로 18 (부평동2가),C,의원,G099,응급의료기관 이외,2,점심 12:30~14:00,"내과전문병원 소변검사 혈액검사,수액처치 소아진료(6개월이상)",1호선 자갈치역 3번출구/버스정류장: 부평깡통시장,감동호내과의원,051-242-6086,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201785,489,77 ,90,35.10109722222221,129.02529166666792,1230,0900,,,,,
부산광역시 사하구 옥천로 37 (감천동),C,의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00,,버스 17번 종점 ,감천의원,051-202-6124,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1201641,493,69 ,91,35.0908082405,129.0064965874,1200,0900,,1200,0900,,
"부산광역시 부산진구 서면문화로 2, (부전동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,"1,2호선 서면역 9번출구",갑내과산부인과의원,051-808-3942,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,A1201454,472,56,92,35.15803888888888,129.05795555555832,1300,1000,,,,,
"부산광역시 수영구 수영로 570, 3층 (광안동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,2호선 광안역 5번출구,갑산한의원,051-701-1123,1800,0930,1800,0930,1800,0930,1330,0930,1800,0930,B1200012,482,98 ,93,35.15590804917009,129.11281169532978,1330,0930,,,,,
부산광역시 부산진구 복지로 61 (개금동),C,의원,G099,응급의료기관 이외,2,점심13:00-14:00/공휴일은 전화 후 방문요망,,성황리 마트 인근,강기상내과의원,051-895-0773,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201186,473,88 ,94,35.147634157095446,129.0206753008518,1300,0900,,,,,
"부산광역시 사하구 다대낙조2길 100, 309,310호 (다대동, 롯데캐슬몰운대아파트주상가)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,,,강기영가정의학과의원,051-265-8122,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1205819,494,97 ,95,35.05537823890001,128.964833706601,1300,0900,,,,,
"부산광역시 영도구 태종로 93 (대교동2가, 대광빌딩 6층,7층)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00 ,,"버스정류장:영도우체국/대광빌딩 6층,7층/구,강남예찬의원",강남고운의원,051-416-8009,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1202095,490,36 ,96,35.09184656246882,129.041243622851,1300,0900,,,,,
"부산광역시 부산진구 새싹로 19, 13층, 14층 일부 (부전동)",C,의원,G099,응급의료기관 이외,2,점심시간13:00-14:00,,,강남더블유의원,051-808-3600,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,A1206118,472,56 ,97,35.1594924479498,129.057298913422,1700,1000,,,,,
부산광역시 금정구 구서로 2  (구서동),C,의원,G099,응급의료기관 이외,2,점심시간 12:30-13:30 ,소변검사/간단한피부질환,구서역1번출구,강남미르비뇨기과의원,051-514-1808,1815,0930,1815,0930,1815,0930,1815,0930,1815,0930,A1200618,462,43,98,35.24679309677973,129.09083336543358,1300,0930,,,,,
부산광역시 사하구 다대로429번길 5 ,C,의원,G099,응급의료기관 이외,2,"점심시간 12:30~14:00, (토요일 점심) 12:30~13:00",,1호선 낫개역 4번출구,강남미의원,051-917-8800,2030,0930,2030,0930,2030,0930,2030,0930,2030,0930,A1201917,495,18,99,35.06442384657918,128.98026834180527,1500,0900,,,,,
부산광역시 동래구 금강공원로 20 (온천동),C,의원,G099,응급의료기관 이외,2,점심 13:00~14:00 ,쇄석술안됨,,강남비뇨기과의원,051-556-0386,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1201683,477,09 ,100,35.218977777777781,129.082230555555554,1300,0900,,,,,
부산광역시 남구 수영로 31 (문현동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,문현로타리 국민은행2층,강남비뇨기과의원,051-646-6464,1750,0900,1750,0900,1750,0900,1750,0900,1750,0900,A1201655,484,19 ,101,35.137228526092585,129.07127555217124,1230,0900,,,,,
"부산광역시 기장군 기장읍 읍내로 116, 메디컬센터 5층",C,의원,G099,응급의료기관 이외,2,,점심 13:00-14:00 체외충격파쇄석기(요로결석),버스정류장: 기장시장/롯데리아 옆 기장메디칼 2층,강남비뇨기과의원,051-723-2327,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201707,460,65 ,102,35.24490753423171,129.21706705048024,1300,0900,,,,,
부산광역시 부산진구 가야대로 785 (부전동),C,의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,"1,2호선 서면역 9번 출구",강남비뇨의학과의원,051-803-0600,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,A1200885,472,57 ,103,35.157897222222246,129.05749722222635,1300,1000,,,,,
"부산광역시 사상구 사상로 194, 괘법동 메디컬센터 12층 (괘법동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,"모든피부질환, 체외충격파쇄석술",2호선 사상역 6번출구,강남비뇨의학과의원,051-316-1175,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1201313,469,68 ,104,35.16603611111112,128.98293333333441,1830,0930,,,,,
"부산광역시 중구 구덕로 5, 8,9층 (남포동1가)",N,치과의원,G099,응급의료기관 이외,2,12:30~14:00 점심(토요일 점심시간 없이 진료),"-남포역 4번출구 지하도 건물 바로 연결
-롯데백화점 광복점 도보 3분
-화,목 야간진료/ 주차가능

-강남성모치과는 디지털 치의학을 기반으로 임플란트 수술을 고도화 하고 재료 선정 부터  치료 방법, 사후 관리까지 
정확하고 안전하게 임플란트 시술을 시행하는 치과 입니다.

",,강남성모치과의원,051-710-2824,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1206590,489,84 ,105,35.0975685551561,129.034979776018,1400,0930,,,,,
"부산광역시 북구 화명대로 42, 2층 (화명동, 우리메디컬센터)",C,의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,2호선 화명역 1번출구,강남에스(S)의원,051-365-7551,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1205390,465,26 ,106,35.23440641729943,129.01267699592225,1300,1000,,,,,
부산광역시 금정구 서동로 168  (서동),C,의원,G099,응급의료기관 이외,2,점심 13:00-14:00 ,,버스정류장: 세웅병원,강남의원,051-524-9996,1930,0930,1930,0930,1930,0930,1930,0930,1930,0930,A1201128,463,27,107,35.21452689173116,129.10466716307383,1300,0900,,,,,
부산광역시 연제구 연수로 224 (연산동),C,의원,G099,응급의료기관 이외,2,점심13:00-14:00,수액처치가능 ,3호선 배산역 5번출구,강남의원,051-868-5397,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1201249,476,14 ,108,35.173369444444447,129.095108333333343,1530,0900,,,,,
부산광역시 부산진구 전포대로200번길 27 (전포동),C,의원,G099,응급의료기관 이외,2,점심시간 12:40-14:00,"소아(2세이상), 수액처치",2호선 전포역 8번출구/전포1동 주민센터 앞,강남의원,051-809-2729,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200343,473,04 ,109,35.15464722222222,129.0670027777792,1300,0900,,,,,
부산광역시 영도구 꿈나무길 183 (영선동2가),C,의원,G099,응급의료기관 이외,2,점심시간 12:30-13:30/공휴일 전화상담 후 방문요망 ,"수액검사, 물리치료,소아진료(신생아부터)",버스정류장: 영선지구대,강남의원,051-416-4015,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201575,490,68 ,110,35.08774899089492,129.04418060981473,1600,0900,,,,,
"부산광역시 동구 고관로 119, 2층3층 (수정동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,통증클리닉 ,"1호선 부산진역 5,7번 출구/부산일보 뒤",강남의원,051-463-8007,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200370,487,81 ,111,35.129303314007956,129.04677217246697,1300,0900,,,,,
부산광역시 사하구 하신중앙로 46 (장림동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,버스정류장: 장림동원아파트 사거리,강남의원,051)265-7900,1300,0900,1300,0900,1300,0900,1300,0900,1830,0900,A1201266,494,73 ,112,35.08307861162167,128.96519535584372,1300,0900,,,,,
"부산광역시 수영구 연수로 408, 5층 (광안동)",C,의원,G099,응급의료기관 이외,2,점심12:50-14:00,,"2,3호선 수영역 3번 출구",강남제신경과의원,051-759-7676,1740,0900,1740,0900,1230,0900,1740,0900,1740,0900,A1200560,482,42 ,113,35.16780975963652,129.11574107313584,1230,0900,,,,,
부산광역시 수영구 수영로725번길 32 (수영동),G,한의원,G099,응급의료기관 이외,2,,점심13:00-14:00,"2,3호선 수영역 1,3번출구",강남한의원,051-758-2266,1800,0900,1800,0900,1800,0900,1800,0900,1830,0900,B1200392,482,27 ,114,35.16886075588986,129.11706764777304,1300,0900,,,,,
부산광역시 부산진구 서면로 73 (부전동),C,의원,G099,응급의료기관 이외,2,점심13:00-14:00,"뇨검사,건강검진,수액처치","1,2호선 서면역 7번출구",강내과의원,051-817-2334,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200716,472,85 ,115,35.15724856763775,129.05751024566965,1300,0900,,,,,
"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 202호 (중동)",C,의원,G099,응급의료기관 이외,2,점심 13:00~14:00,,2호선 중동역 7번출구,강내과의원·서강약손한의원,051-714-5789,1800,1400,1800,1400,1800,1400,1800,1400,1800,0900,A1201980,480,96 ,116,35.1656679331562,129.168224196446,1300,0900,,,,,
부산광역시 부산진구 당감로 61 (당감동),N,치과의원,G099,응급의료기관 이외,2,,,화승아파트 상가 인근 황미승머리방 3층,강대훈치과의원,051-897-4194,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,A1202932,471,45 ,117,35.167124999999999,129.038624999999996,1600,0900,,,,,
부산광역시 남구 전포대로 98 (문현동),G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,2호선 국제금융센터 부산은행역 2번출구,강덕한의원,051-632-7194,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,B1200892,484,11 ,118,35.14547167447862,129.06706596300162,1300,0930,,1300,0930,,
"부산광역시 사하구 다대로 145, 지하2층 (신평동, 강동병원)",N,치과의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00 ,,강동병원 신관2층,강동미소치과의원,051--203-3200,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1203548,493,93 ,119,35.089365894982386,128.97845482697707,1400,0930,,,,,
부산광역시 사하구 다대로 145 (신평동),B,병원,G099,응급의료기관 이외,2,정상진료 평일~18:00/토요일~13:00/ 야간 및 응급진료 가능 18:00~22:00/점심시간 13:00-14:00,,1호선 동매역 1번출구/버스정류장 신평시장 하차,강동병원,051)292-1940,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200077,493,93 ,120,35.089601015440685,128.97818421325041,1300,0900,,2200,0900,2200,0900
부산광역시 남구 수영로 37 (문현동) ,C,의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,버스정류장: 문현동교차로,강동섭소아과의원,051-634-9305,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1202164,484,19,121,35.137129911749675,129.07216458691366,1200,0900,,,,,
"부산광역시 연제구 과정로 274 (연산동, 3층 일부)",N,치과의원,G099,응급의료기관 이외,2,점심13:00-14:30,,동해선 안락역 3번출구/버스정류장: 경상대학교입구,강동치과의원,051-802-8849,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1205037,475,64 ,122,35.188158060665124,129.09743805273413,1300,0930,,,,,
부산광역시 사상구 낙동대로 792 (엄궁동),D,요양병원,G099,응급의료기관 이외,2,"점심 12:30-13:30 
",,버스정류장: 엄궁교차로,강림요양병원,051-329-9000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1202383,470,35 ,123,35.131166556304876,128.9726512805978,,,,,,,
"부산광역시 연제구 아시아드대로 79, 6층 일부호 (거제동)",C,의원,G099,응급의료기관 이외,2,2021.3.2. 개원예정,,,강문정산부인과의원,051-711-9966,1800,0930,2000,0930,2000,0930,2000,0930,1800,0930,A1206292,475,01 ,124,35.1915445009671,129.066898727741,1300,0930,,,,,
"부산광역시 영도구 태종로 102, 7층 (대교동2가, 현전빌딩)",C,의원,G099,응급의료기관 이외,2,점심 12:20-14:00,,버스정류장: 도우체국,강민기신경외과의원,051-418-0058,1720,0900,1720,0900,1720,0900,1720,0900,1720,0900,A1200893,490,52 ,125,35.09115330305636,129.0419543580868,1200,0900,,,,,
부산광역시 동래구 충렬대로 132 (온천동) ,C,의원,G099,응급의료기관 이외,2,점심 12:30 ~ 14:00,,1호선 동래역 1번출구,강병구정신건강의학과의원,051-504-3171,2100,0900,2100,0900,2100,0900,2100,0900,1830,0900,A1202114,478,23,126,35.20555651491122,129.0746970443923,1400,0900,,,,,
부산광역시 해운대구 구남로29번길 26 (중동),C,의원,G099,응급의료기관 이외,2,점심 12:30~14:00,,2호선 해운대역 3번출구/버스정류장: 해운대 세이브존 정문 맞은편 5층,강보승이비인후과의원,051-744-2718,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201616,480,95 ,127,35.162291666666668,129.161919444444436,1300,0900,,,,,
"부산광역시 연제구 중앙천로 94, 스타메디컬 2,3층 (연산동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,"진료 정확하게 잘보는 정형외과 입니다.
주사치료(프롤로, DNA 주사, 신경차단술 등) 및 물리치료(도수치료, 충격파, 고주파, 고강도 레이저 치료 등) 등 근골격계 질환에 대한 광범위한 치료중입니다. ","시청역 8번출구 연산동 방향 도보 3분 스타메디컬 2,3층 스타벅스에서 연산동 방향 횡단보도 건너편",강산들정형외과의원,0519961234,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,A1205792,475,98 ,128,35.1817531970938,129.078686791925,1400,0900,,,,,
